ENTIDADE,DATA,SURFACTANTES,PH,FÓSFORO,ALUMÍNIO,ARSÊNIO,BÁRIO,BORO,CÁDMIO,CHUMBO,CIANETO,COBALTO,COBRE,CROMO,CROMO_HEXAVALENTE,DBO,DQO,ESTANHO,FERRO,FLUORETO,LÍTIO,MANGANÊS,MERCÚRIO,MOLIBDÊNIO,NÍQUEL,NITROGÊNIO_AMONIACAL,NITROGÊNIO_KJELDAHL,COLIFORMES_TERMOTOLERANTES,PRATA,ÍNDICE_DE_FENÓIS,NITROGÊNIO,FENOL,ALCALINIDADE,UMIDADE,PORCENTAGEM_SÓLIDOS,COMPOSTOS,COR_VERDADEIRA,SÓLIDOS,ÓLEOS,ACIDEZ
Pd,2014-02-05,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-03-06,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-04-02,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-05-07,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-06-04,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-08-06,,,,,,,,,,,,,,,32.5,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-09-03,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-10-01,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-11-05,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-12-04,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-01-07,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-02-04,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-05-06,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-08-05,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-09-03,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-11-04,,,,,,,,,,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-12-02,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-01-06,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-02-05,,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-03-02,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-04-06,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-06-01,,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-07-06,,,,,,,,,,,,,,,23.3,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-08-03,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-09-08,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-10-05,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-11-03,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-12-07,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-01-04,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-02-01,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-03-01,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-04-05,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-06-07,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-07-07,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-09-06,,,,,,,,,,,,,,,31.5,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-10-04,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-11-01,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-01-24,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-02-09,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-07-04,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-09-05,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-10-03,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-11-07,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-12-05,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-11-06,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-12-04,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,
Pd,2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,
Pd,2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,
Pd,2013-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,
Pd,2013-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,,
Pd,2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,
Pd,2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,
Pd,2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,
Pd,2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Pd,2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,
Pd,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,
Pd,2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,
Pd,2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,
Pd,2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,
Pd,2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
Pd,2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,
Pd,2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,
Pd,2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,
Pd,2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,
Pd,2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,
Pd,2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,
Pd,2015-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,
Pd,2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,
Pd,2015-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,
Pd,2015-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,
Pd,2015-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,
Pd,2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,
Pd,2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,
Pd,2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,
Pd,2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,
Pd,2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,
Pd,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,
Pd,2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,,
Pd,2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,
